id,name,blurb,goal,log_goal,currency,country,main_category,subcategory,city,location_state,created_at,launched_at,deadline,target
861,Prototype: GraphBall,A small table with drawings in the sand,900.0,6.803505257608338,EUR,IT,Technology,DIY Electronics,Italia,Piedmont,1695727426,1697005610,1698733610,0
738,THE LAST CALL BOOK - PHILIPPA STANTON,The disappearance of the KX100 phone box.,12000.0,9.39274525863144,GBP,GB,Photography,Photobooks,Penzance,England,1701352541,1713545934,1716137934,0
1491,"Yer a Wizard Harry Podcast, Season 5",Help us create our Harry Potter and the Order of the Phoenix book club podcast! In return and get some cool HP stuff!,3000.0,8.006700845440367,USD,US,Publishing,Radio & Podcasts,Washington,DC,1521211426,1523981048,1525881600,1
1427,HERE WE ARE: Sarah Clanton's Feel-Good Cello-bration!,"Here we are & we belong: pop-alt cellist/singer-songwriter, Sarah Clanton, is launching an uplifting record to help the world feel good",25000.0,10.12667110305036,USD,US,Music,Pop,Nashville,TN,1535303481,1538370015,1540962015,1
950,That One Kid,That one kid is a graphic novel about the life of an ordinary kid going through middle school.,550.0,6.311734809152915,USD,US,Publishing,Art Books,Moscow,ID,1640901998,1662397828,1667581828,1
297,Bats in the Attic - Part 1 - A Sapphic Gothic Vampire Noir,"1898:May tends an empty manor in the middle of the woods. Trusted with a dead wife's treasured home, May feels her presence everywhere.",1000.0,6.90875477931522,GBP,GB,Comics,Comic Books,Edinburgh,Scotland,1750838965,1751886002,1752777000,1
71,Fortune Fortune - a New Paranormal Comedy!,A funny paranormal comedy about a fortune teller that summons a ghost to haunt a couple facing marital problems!,3000.0,8.006700845440367,USD,US,Film & Video,Comedy,Los Angeles,CA,1760594109,1761718468,1766906068,1
1557,"Photo Exhibition ""Notas al Futuro"" by breve_ ""Project earth""","breve is an emergent art gallery for emerging collectors. breve strengthens its exhibition program with the show ""Notas al futuro""",150000.0,11.918397239722838,MXN,MX,Photography,Photography,Mexico City,Distrito Federal,1501255247,1504629014,1508949014,1
96,"CRM for small businesses – from a detailer, for detailers","Simple, intuitive CRM built by a detailer to help auto detailers manage clients, jobs, payments effortlessly, invoices, and revenue",6000.0,8.699681400989514,USD,US,Technology,Apps,Honolulu,HI,1761682735,1762358416,1764950416,0
1386,PiBurn: Rotary Attachment for Laser Engravers,Versatile and affordable rotary attachment,15125.0,9.624170396415977,USD,US,Technology,Fabrication Tools,Warwick,NY,1547909778,1548792995,1551384995,0
1788,UnaliWear Kanega Watch: Extending Independence with Dignity,"Called a ""Wearable OnStar(tm) for Seniors,"" Kanega offers discreet support for falls, medication reminders & guards against wandering.",100000.0,11.51293546492023,USD,US,Technology,Wearables,Austin,TX,1420666480,1424167593,1427259540,1
1977,Requisitedance Gets Down and Dirty,Requisitedance is commissioning established choreographers Cathleen McCarthy and Ray Tadio for the Down and Dirty Dance Series 2011.,1500.0,7.313886831633462,USD,US,Art,Performance Art,San Francisco,CA,1305173862,1308107995,1315883995,1
1221,Aparecides - a social realist short film,Shot amid the social uprising happening in Chile,12000.0,9.39274525863144,USD,US,Film & Video,Shorts,Santiago,Santiago Metropolitan Region,1580541915,1583186145,1586379345,1
880,The Gubu Dolls Saga - Deluxe edition,"A special, subscriber-only large format hardback edition of the Gubu Dolls Saga",500.0,6.2166061010848646,EUR,IE,Publishing,Art Books,Dublin,Dublin,1685450147,1689927095,1692519095,1
259,From Temple to Tab: Creating the Four Pillars Wisdom website,An ancient compass to what tomorrow whispers,500.0,6.2166061010848646,CAD,CA,Technology,Web,Vancouver,BC,1747641736,1752715725,1755394125,1
1695,LOVE MACHINES: Volume 1 Collection,Lives and loves touched by technology. Collecting the acclaimed technological romance series for the first time -- in color!,3500.0,8.160803920954665,USD,US,Comics,Anthologies,Los Angeles,CA,1453396219,1458062115,1460789940,1
886,Traditional Japanese Jacket - Obiji Hanten,Fusion of gold brocade obi fabric and denim. Please wear Japanese traditional culture!,300000.0,12.611541086966117,JPY,JP,Fashion,Ready-to-wear,Okayama,Yamagata Prefecture,1665646728,1686655369,1690556340,1
869,Weiße Wände werden Bunt...,"""Weiße Wände werden bunt... Kinderlachen, Kreativität und soziale Räume gestalten – Wir machen Ihre Einrichtung bunt und kinderfreundl",26200.0,10.173552856959745,EUR,DE,Crafts,Printing,Deutsch,Saxony-Anhalt,1693820655,1693841833,1696433833,0
1804,The Conference Of The Birds - An Epic Tale Of Discovery.,Be Copious. Help us soar to new heights in 2015. We need your support to bring The Conference Of The Birds to San Francisco audiences.,4999.0,8.517193191416238,USD,US,Dance,Performances,San Francisco,CA,1412614085,1413674696,1415426400,1
721,"""Exploring Massachusetts coastal communities""","""Exploring Massachusetts""",10000.0,9.210440366976515,USD,US,Photography,Photobooks,Boston,MA,1689611042,1712082031,1717266031,0
1550,To the Edge of the Sky - Reloaded,Go to the year 2077 in unofficial visual novel game interprets Korean idol group BTS as secret operatives in a sci-fi cyberpunk world.,5000.0,8.517393171418904,USD,US,Games,Mobile Games,Orlando,FL,1508081907,1508532280,1510981140,1
177,The Dark Library Tarot,"A playful hand-drawn deck that celebrates the beautiful lessons we can learn from classic horror, sci-fi, and gothic literature.",10000.0,9.210440366976515,USD,US,Games,Playing Cards,Phoenix,AZ,1740625633,1758053488,1760645488,1
1847,iPhone Game Pad by Hanafunda,"Presenting the G-Pad, the new game pad for iPhones, iOS & Mac for the gamer in all of us ! Wait till you see how it all works !",55000.0,10.915106645867503,AUD,AU,Games,Gaming Hardware,Melbourne,VIC,1402626343,1403513195,1406105195,0
1639,Unipop Jewellery Candles,Gorgeous scented natural soy wax candles with a jewellery surprise inside valued between $40 and $1000!,2300.0,7.741099090035366,AUD,AU,Crafts,Candles,Redbank Plains,QLD,1476988470,1477103193,1479698793,0
1755,BLINKY.SHOES - Blinky LED strips to light up your shoes,"Add these reactive, customizable LEDs to your favorite shoes and melt brains wherever you go.",5000.0,8.517393171418904,USD,US,Technology,Wearables,San Francisco,CA,1433391428,1436274358,1438866358,1
262,Pulp Girls: Dust Bunny 1-2,"The post-warming cyber western with an enigmatic 6-GUN slinging ""BOUNTY DUSTER"" roaming the sun scorched New West continues!",5000.0,8.517393171418904,USD,US,Comics,Comic Books,Beaverton,OR,1747691047,1752800708,1755219908,1
1884,The Unassisted EP 'Revolution',Be part of our very first studio recording (literally if you've got the cash !). Please support us and MARCH with the #unassistedarmy,750.0,6.621405651764134,GBP,GB,Music,Indie Rock,Manchester,England,1379541252,1379629311,1384815600,1
1540,FaceToast,FACETOAST. SEND A PIC. GET A TOAST. FACE YOUR FOOD.,227.0,5.429345628954441,USD,US,Photography,Photography,Denver,CO,1508635642,1509689843,1512285443,1
371,Recast System: Revolutionizing Mold Manufacturing,The Centrifugal Rubber and Vulcanizing Machine that will Transform Your Workshop,5836.0,8.671972245203792,EUR,ES,Technology,3D Printing,España,Madrid,1742898870,1745243602,1747835602,0
9,Posta PUNK,Crazy mashup post apocalyptic miniatures by Maraud and Minimorph,1000.0,6.90875477931522,EUR,FR,Games,Gaming Hardware,Grenoble,Rhone-Alpes,1760083650,1770713871,1772528271,1
744,Super Suction Gun : suction with maximum grip.,"No more prying and gouging with sharp tools, the Super Suction Gun attaches to almost any surface with max grip.",25000.0,10.12667110305036,USD,US,Technology,Hardware,Boston,MA,1708375255,1711900911,1715788911,0
1380,Help me fund my next EP!,This year I'm going to be recording a brand new EP! I need your help to make this record come to life.,5000.0,8.517393171418904,GBP,GB,Music,Pop,Cumbria,England,1548520850,1549111614,1552049214,1
581,3D Printable DnD heroes #4 - Barbarians,"3D Printable STL Heroes for your Tabletop games, Wargames and RPGs!",30.0,3.4339872044851463,GBP,GB,Games,Tabletop Games,Doncaster,England,1729405927,1730480414,1732298414,1
775,Dreaming in Color: A Natalie Andrewson Artbook from Peow2,Highly magical collection of original risograph artwork collected for the first time in an exceptionally designed book from Peow2,30000.0,10.308985993422082,EUR,SE,Publishing,Art Books,Stockholm,Stockholm,1706980491,1710503963,1713095963,1
1650,Raising Wilder - Reality TV Show,"Follow the Lovable, Family-Oriented Antics of the Modern-Day Descendants of Eliza Jane Wilder from ""Little House on the Prairie"".",35000.0,10.463131911491969,USD,US,Film & Video,Television,74066,OK,1471358890,1471465762,1476649762,0
649,"RIEN DE SERIEUX, un film sur l'amour et un marteau","Entre Fleabag et How I Met Your Mother, une comédie romantique écrite et réalisée par Lucas Magis.",900.0,6.803505257608338,EUR,FR,Film & Video,Shorts,Paris,Ile-de-France,1719326885,1723292192,1725884192,1
1747,The Grime,The Grime is a horror anthology bringing together some of the best British talent on the small press scene for an epic horror fest.,1300.0,7.170888478512505,GBP,GB,Comics,Anthologies,Bathgate,Scotland,1438097683,1441032006,1443632400,1
1326,Exclusive Jordan Copas Album available only thru Kickstarter,"Help kick start an exclusive release of my 8th studio album that will be available only to backers here on kickstarter. 
-Jordan Copas",700.0,6.55250788703459,USD,US,Music,Hip-Hop,Johnson City,TN,1560965404,1561213729,1562423329,0
1236,Label Fund,"Studio Equipment, Start-up",800.0,6.68586094706836,USD,US,Music,Hip-Hop,Greensboro,NC,1579022813,1579026847,1584207247,0
332,Flesh-Eating Cheerleaders Spring Break #1-3,The next exciting issue in our erotic horror series.,1000.0,6.90875477931522,USD,US,Comics,Comic Books,Tall Timbers,MD,1748970714,1749555389,1750343400,1
1357,Canecto - Automated Web Analytics Advice,Grow your site with confidence,50000.0,10.819798284210286,DKK,DK,Technology,Web,Copenhagen,Hovedstaden,1550300279,1552302896,1557486896,0
124,Moonfang Leather Co: The Night is Wild. Your Gear Should Be,"Elevate your everyday carry with essential leather goods, crafted by hand in Brunswick, Georgia.",21940.0,9.99611231164195,USD,US,Fashion,Accessories,Brunswick,GA,1758974286,1760445797,1763041397,0
241,"Unstab me, Death! | The Complete Comic Series","On a quest to break her curse, Sin journeys into the underworld in search of Death, all whilst in the company of her ridiculous guide.",200.0,5.303304908059076,GBP,GB,Comics,Comic Books,London,England,1750446903,1754037082,1756647000,1
138,Inclusive & Educational 3D Animation Series for Kids,"Our inclusive and educational 3D animation series promotes diversity, joy, and learning for children around the world.",7500.0,8.922791623969637,PLN,PL,Film & Video,Animation,Warsaw,Masovian,1759783217,1759863652,1762459252,0
1075,An Inspiring Journey Aboard The Karma Train!,Get on board the Karma Train! Follow Planet Karma & friends as we travel across Canada showcasing the people who make a difference!,5555.0,8.622633703874234,CAD,CA,Film & Video,Television,Toronto,ON,1626361232,1626371541,1629222741,0
1471,HEARD NOW ..Magazine for a smarter world,A magazine that is aimed at young people today. Belief is that they're smarter & in tune with what's going on the world.,27000.0,10.203629181337648,USD,US,Publishing,Periodicals,Jacksonville,FL,1528486216,1528901075,1531493075,0
1213,Vinyl Fanatiks Presents: The Shotgun Series #01,"💥 Two Shots of Jungle Heat 💥

X-Plode - 'First Of Many/Watch This Go' EP /

Norty But Nice - 'Do You Want It/Give It To Me Baby' 12""",2000.0,7.601402334583733,GBP,GB,Music,Electronic Music,Bournemouth,England,1588023509,1588359601,1589576400,1
251,Hengbot Sirius: The World's First Trainable AI Robotic Dog,Super Agile Robot in 1KG | 1000+ Motion Library | AI Multimodal Interaction | 5 TOPS AI Processor | Bionic Design | Creator-Friendly,5000.0,8.517393171418904,USD,US,Technology,Robots,Albany,NY,1739168133,1752165646,1756053646,1
1137,Pig Jump,A video game for mobile made by a single person. Play for free now!,10000.0,9.210440366976515,EUR,FR,Games,Mobile Games,Brest,Brittany,1582363978,1604134567,1606777140,1
516,THE LAST TEN MINUTES,The countdown to courage.,2000.0,7.601402334583733,GBP,GB,Film & Video,Thrillers,London Borough of Greenwich,England,1730896878,1734466166,1738418400,1
1359,Laubfix Gartenschaufel 2.0 – Spass bei der Gartenarbeit,Universal im Garten einsetzbar – multifunktional das ganze Jahr über,100000.0,11.51293546492023,EUR,DE,Technology,Fabrication Tools,Deutsch,Saxony-Anhalt,1549906298,1551943892,1557124292,0
1194,Joint Creative,A platform for creative people to connect and collaborate on projects,1200.0,7.0909098220799835,USD,US,Technology,Web,St. Louis,MO,1589245049,1589245975,1593133975,0
287,Kitsune Mask Pouch,A mini silicone pouch.,5000.0,8.517393171418904,SGD,SG,Fashion,Accessories,Singapore,Central Singapore,1747291868,1750467625,1753059625,1
1564,Muthu: Precious Pearls Dance Drama,"Muthu is an original melodic and entrancing Bharatanatyam dance drama following the journey of a child, who is a  precious pearl.",2500.0,7.824445930877619,USD,US,Dance,Performances,Watchung,NJ,1503411119,1504644076,1507668076,0
1541,Sentimental: Michelle Groskopf's First Monograph,A Monograph collecting the best of Michelle Groskopf's street photography from the past 5 years published by The Magenta Foundation,20000.0,9.90353755128617,USD,US,Photography,Photobooks,Los Angeles,CA,1499545642,1509639410,1512235010,1
678,Kogekunsts 3. plade,"""Man skal da aldrig nogensinde stoppe mens legen er god"". Lang fødsel, skønt barn. Mere jazzy, spazzy, in your facey og poppy end før.",15000.0,9.61587214452889,DKK,DK,Music,Indie Rock,Aalborg,Nordjylland,1701341798,1719396866,1721988866,1
95,Zeanith The Arcanum Arcanorum Saga-Arcanum Draconis protocol,Your Gateway to an Expanding Saga of Power and Mystery,3500.0,8.160803920954665,USD,US,Film & Video,Fantasy,New York,NY,1755642376,1759845187,1765032787,0
729,Rangtaat,Handmade Jewellery,100.0,4.61512051684126,EUR,FR,Fashion,Jewelry,France,Auvergne,1709374735,1711878030,1717062030,0
1511,AMBIENTACIÓN MUSICAL. CANTAR Y BAILAR EN FIESTAS Y EVENTOS.,"Ofrecer música de 7 décadas para ambientar eventos institucionales, fiestas, reuniones y festejos. Incluye diferentes géneros y épocas.",140000.0,11.849404844423074,MXN,MX,Music,World Music,Mexico,Baja California,1484160563,1516836408,1520292408,0
524,Careld: Anti-snore Self-Inflating Air Cushion Smart Pillow,Reduce Snoring by up to 80% | Open Airways | Self-Inflating Air Cushion | Works Silently | Tracking Sleep Data | Ergonomic Memory Foam,39000.0,10.5713425658087,HKD,HK,Technology,Gadgets,Hong Kong,Hong Kong Island,1730974319,1732631433,1737815433,1
1385,Hideaway,A short film about a deaf student who comes to university and his struggles to socialise and form relationships with others.,150.0,5.017279836814924,GBP,GB,Film & Video,Drama,Wolverhampton,England,1544463417,1548502901,1551526901,1
299,HOLOCENE OCTALYS – A French octagonal watch designed to last,"A bold French mechanical watch, designed between Brussels & Metz, and assembled in Besançon. Built to last. — sans compromis. 🇫🇷",99500.0,11.507922973347435,EUR,LU,Fashion,Accessories,Besançon,Franche-Comte,1749056434,1750003204,1752595204,0
1365,"WikiArchitecture.org, the FREE architecture encyclopedia","WikiArchitecture.org, the FREE architecture encyclopedia, needs your help to step up its game!",5700.0,8.648396877031582,EUR,ES,Technology,Web,Barcelona,Catalonia,1549126066,1553497364,1555311764,0
901,Power of Play: A TV Show Series,A playroom makeover TV show for parents who want their children to thrive.,80000.0,11.289794413577894,USD,US,Film & Video,Television,Westport,CT,1670639743,1682938325,1685530325,0
284,Finite,A story about a scientist torn between his family and the future.,10000.0,9.210440366976515,USD,US,Film & Video,Shorts,Portland,OR,1746574489,1750824280,1753513140,1
1373,InPrint Magazine Issue 03: IMPACT,A magazine centered around the impacts and implications of design in our world,1000.0,6.90875477931522,USD,US,Design,Graphic Design,Davis,CA,1548979948,1549334463,1553151540,1
795,"""CAN I TELL YOU SOMETHING?""",A Photography and letters book of 120 pages / Un livre de photographie et lettres de 120 pages,4550.0,8.423102268016642,EUR,FR,Photography,Photobooks,Paris,Ile-de-France,1705829026,1709023194,1711611594,0
1397,Empowering Local Women,"Handmade Fair-Trade, Sustainable Back Packs that Empower Women and Children.",10000.0,9.210440366976515,USD,US,Crafts,Weaving,Portland,OR,1542482130,1544468731,1549652731,0
971,"Pitchshifter 1998 Tour Diary (Book 2) ""Tokyo or Bust""","The sequel, limited-edition, hardback book of J.S. Clayden's 1998 tour diary!",6000.0,8.699681400989514,GBP,GB,Music,Metal,Nottingham,England,1647555345,1661875227,1664467227,1
1964,Vanity of Vanities,Help four collaborating artists finish an interactive installation inspired by the exquisite corpse.,789.21,6.672298732921261,USD,US,Art,Sculpture,Reading,PA,1326561552,1328902433,1330716833,1
1975,"Don't Dream It, Be It! Fight Censorship & Fund Rocky Horror!",Help us overcome censorship in our community and produce The Rocky Horror Show in a private venue! Every $1 donated will be matched!,5000.0,8.517393171418904,USD,US,Art,Performance Art,Carrollton,GA,1316464178,1316574493,1319166493,1
379,"TiBoost: Phone Stand, USB Flash Drive & Multi-Tool",GR5 Titanium | USB Drive | Extendable Phone Stand | SIM Tool | Holds 3 Bits | Bottle Opener | Pry Bar | Box Opener | Pocket-Sized | EDC,25000.0,10.12667110305036,HKD,HK,Design,Product Design,Hong Kong,Hong Kong Island,1742207326,1744725621,1747404021,1
748,Phantoms from the Sky,Riveting tales of first contact with unidentified flying objects and enigmatic beings from beyond.,500.0,6.2166061010848646,USD,US,Publishing,Fiction,Kennesaw,GA,1707407324,1712759780,1715351780,1
364,Dungeon (STL) MOMminiatures,One-piece miniatures 32mm prepared for Dungeons.,500.0,6.2166061010848646,EUR,ES,Games,Tabletop Games,Osuna,Andalusia,1743078714,1746179787,1748339787,1
1490,my first EP '' Nunca traicione a quien no lo merecía''.,I've been wanting to get a music project for more than 3 years but for lack of money I could not. That's why I'm looking for a support,6500.0,8.77971129020447,MXN,MX,Music,Hip-Hop,Mexico,Baja California,1524357049,1524366426,1527044826,0
794,Ancient Shadows: A Print & Play solo game with unique traits,"Solve dark village maps with Dice and App: a Roll and Write with innovative mechanics on device, for a unique mix!",1000.0,6.90875477931522,EUR,IT,Games,Tabletop Games,Italia,Piedmont,1706314468,1708601424,1711621824,1
132,Roblox X Minecraft: Inspired Film,"When Roblox meets Minecraft, the battle for worlds begins.",130000.0,11.775297421715829,SGD,SG,Film & Video,Animation,Singapore,Central Singapore,1758773822,1760200341,1762795941,0
1513,Investments For Marketing My Music Career,I'll have links to my music so that you can make an informed decision on whether or not you think it's worth investing in.,10000.0,9.210440366976515,USD,US,Music,Hip-Hop,Conyers,GA,1514690072,1514812525,1519996525,0
167,Buy-On-Demand,Retail companies have an excess of inventory. What if we could solve that problem by buying clothes before they're made?,1700.0,7.438971592395862,USD,US,Fashion,Couture,San Francisco,CA,1758301947,1758564867,1761156867,0
1068,"Two indie love songs, two sides of the heart!",Two songs from two very different parts of the heart. Help us borrow some magic and make something special!,4500.0,8.412054873292933,AUD,AU,Music,Indie Rock,Melbourne,VIC,1629079218,1629838333,1632430333,1
1258,Rosemary Scent - Otome Visual Novel,"As long as you know him, another side is revealed. What would you do if your choice is probably less free than you imagine?",3000.0,8.006700845440367,EUR,FR,Games,Mobile Games,Ho Chi Minh City,Ho Chi Minh,1562292373,1572963120,1578147120,1
551,Digital Petpals Hard Enamel Pin Collection,"A collection of 90's digital pet nostalgia available as enamel pins, stickers, and more.",1000.0,6.90875477931522,CAD,CA,Art,Digital Art,Montreal,QC,1728395548,1731694009,1734286009,1
1744,"Salto - Captures your every move. VR, AR, film, VFX, gaming","An entire motion capture studio in one wireless suit. Ready to use in less than a minute for gaming, VR, AR, film, VFX, sports etc.",100000.0,11.51293546492023,USD,US,Technology,Wearables,Copenhagen,Hovedstaden,1422611462,1442923160,1445515160,1
1272,Dyani's debut album 'UNDER',The mastered version of a 12-track concept album called UNDER.,3000.0,8.006700845440367,USD,US,Music,Electronic Music,Los Angeles,CA,1567514990,1570990901,1573842101,1
1750,Farm Fest Local Agriculture Festival,"Authentically connecting farmers and DIYers to share stories, resources, & knowledge on agriculture, sustainability, & holistic living",1200.0,7.0909098220799835,USD,US,Food,Farms,Puyallup,WA,1436036132,1438293347,1441749347,1
1488,Behind The Stick Bartending and Cocktail Competition,Bartending/Mixology competition combined with the history of cocktails and spirits,11000.0,9.305741456739437,USD,US,Film & Video,Television,Columbus,OH,1525091704,1525108021,1527700021,0
842,Death on the Homefront - An Interactive Mystery Weekend,A Digital immersive murder mystery weekend packed with activities and a devious plot. Join us for some 1940s British shenanigans.,1600.0,7.378383712996715,GBP,GB,Theater,Immersive,Grimsby,England,1699964956,1702154339,1705408800,1
21,"Fire & Stone: 14 Short Stories of Danger, Daring, and Magic","Fourteen authors, fourteen stories, all sharing the motifs of fire and stone, all suitable to be read aloud to the family.",6000.0,8.699681400989514,USD,US,Publishing,Fiction,Louisville,KY,1766092651,1769551360,1771365760,1
466,Canela y Miel: Permanent Jewelry with Timeless Elegance,Join us in creating a permanent jewelry experience that sparkles for life.,4500.0,8.412054873292933,CAD,CA,Fashion,Jewelry,Toronto,ON,1736435630,1737071013,1742251413,0
150,Spy Smasher™ and Hop Harrigan™ In: Operation Paperclip,An animated adventure based on the original short story from Public Domain Super Heroes.,40000.0,10.59665973278358,CAD,CA,Film & Video,Animation,Prescott,ON,1757725415,1759178130,1761969540,0
1864,QRD - The Guitarist Interviews,An ebook collecting in depth interviews with over 150 guitarists & a compilation of guitar music from experimental to classical.,200.0,5.303304908059076,USD,US,Music,Indie Rock,Raleigh,NC,1391128897,1391612197,1394204197,1
1406,"Bequest Connection, LLC",A bequest fundraising platform for organizations without large donor bases to develop a viable bequest fundraising program.,75000.0,11.225256725762891,USD,US,Technology,Web,Frederick,MD,1537999370,1541374238,1546558238,0
1539,First Fleet: NASA's Space Shuttle Program 1981-1986,First Fleet is an enduring photographic portrait of the early years of  NASA's Space Shuttle programs. Daylight Books fall 2018.,16000.0,9.680406499268877,USD,US,Photography,Photobooks,Columbus,OH,1505171817,1509303229,1512331200,1
26,Wiivor AI Website Builder That Creates Sites Instantly.,Create stunning websites in seconds using AI with simple plug-in tools and a future AI-powered backend to grow your business.,3000.0,8.006700845440367,SGD,SG,Technology,Apps,Singapore,Central Singapore,1762757688,1768224845,1770816845,0
434,Starlit Sakura Ita Bags,Fund the Starlit Sakura Ita Bags! Shoulder/Backpack Ita Bags with embroidery details in Black and Purple!,3000.0,8.006700845440367,GBP,GB,Fashion,Apparel,Chesterfield,England,1740429077,1741351871,1743940271,1
953,"""Diorama"" på vinyl",Denne kickstarter har til formål at gøre det muligt at få trykt mit andet studie album på vinyl. Jeg håber du vil hjælpe.,25000.0,10.12667110305036,DKK,DK,Music,Indie Rock,Nyrup,Sjaelland,1660917054,1664519576,1667197976,1
1751,Scottish Scented Candle Company,"Serenity by Jen is a small business start up making quality, speciality scented candles.",250.0,5.5254529391317835,GBP,GB,Crafts,Candles,Aberdeen,Scotland,1439149434,1439152059,1441744059,0
712,The Love Symbol Brooch : a homage to Prince!,A small and discreet plated brass pin - a great way to show your love and support for the Purple One!,500.0,6.2166061010848646,GBP,GB,Fashion,Accessories,Belfast,Northern Ireland,1715438588,1715508627,1718100627,0
583,Mynerva Watches C.V.S Founder's Edition,A new Australia-based microbrand with a pioneer timepiece inspired by the human cardiovascular anatomy,15000.0,9.61587214452889,AUD,AU,Fashion,Jewelry,Sydney,NSW,1728212464,1728383819,1732275419,0
549,Urbi: An Interactive Indoor Gardening Station,"Nurture hundreds of plants at home and enjoy the process with the cutting-edge gardening system and an interactive, gamified app.",10000.0,9.210440366976515,USD,US,Technology,Hardware,Wilmington,DE,1710429413,1731416595,1734526995,1
501,The No-Strings Effect: [Wild Wave] Articulated Action Blast!,A laser beam accessory rearranged or disassembled for various action effects. Each part is an effect all its own! Upgrade your figures!,28500.0,10.25769445336048,USD,US,Design,Toys,Nashville,TN,1733930274,1736050959,1739696400,0
708,Buffo | Handmade Buffalo Leather Belt,☑️ Interchangeable buckle ☑️ Unisex ☑️ Handmade ☑️ Full-Grain Buffalo Leather ☑️ Customizable ☑️ Delivery in July 2024,1000.0,6.90875477931522,EUR,NL,Fashion,Accessories,Leiden,South Holland,1708877804,1717015792,1718225392,1
1173,Luxury Furniture Self Clean Litter Box,Furniture & Environmentally friendly Self Clean Litter box with bad smell removal system,500.0,6.2166061010848646,EUR,DE,Technology,Robots,Munich,Bavaria,1592762086,1594930305,1597522305,1
700,Totally Awkward (my next album),"Upbeat songs about bureaucracy, lobsters, toxic masculinity, and awkwardness.",1750.0,7.467942332285852,USD,US,Music,Blues,Providence,RI,1717257240,1717627232,1719441632,1
1655,EMSPOCUS: The Shirt!,"We've had multiple requests on social media, and now it's happening: EMSPOCUS T-shirts!",100.0,4.61512051684126,USD,US,Publishing,Academic,Lincoln,NE,1471302586,1471462412,1473915600,1
1394,Scheherazade,"An immersive ballet adaptation of Rimsky-Korsakov's Scheherazade featuring emerging dancers, symphonic orchestra and mentored musicians",10000.0,9.210440366976515,AUD,AU,Dance,Performances,Nowra,NSW,1544687172,1544855401,1550039401,0
741,MEMORY ROOM: A SHORT FILM,We hit our 30K Goal early- we're now aiming for 40K to help better compensate crew. So any donation will still go a long way!,30000.0,10.308985993422082,USD,US,Film & Video,Shorts,Astoria,NY,1701651802,1713367459,1715959459,1
1627,Jacob Spike Kraus's Sophomore Album,"An album of new age Jewish music that invigorates and inspires us, aimed at engaging a whole new generation of Jewish leaders.",15000.0,9.61587214452889,USD,US,Music,Faith,Astoria,NY,1481478247,1481938902,1484787600,1
1079,The Recipe Film,"A short, psychological horror film starring Ashlynn Yennie.",25000.0,10.12667110305036,USD,US,Film & Video,Horror,Los Angeles,CA,1553297888,1624370236,1626962236,1
288,Stella - Duality,Too divine for hell. Too wild for heaven.,450.0,6.111467339502679,EUR,IT,Photography,People,Vizzola Ticino,Lombardy,1748500522,1751170597,1752984997,1
1281,GLEIM EP - CD-Release,"Die neue EP ""GLEIM"" steht kurz vor dem Release.
Der Plan ist es 100 limited CD's pressen zu lassen. Dafür brauche ich Unterstützung!",150.0,5.017279836814924,EUR,DE,Music,Electronic Music,Berlin,Berlin,1570213908,1570294748,1572022748,1
1904,"Monaco PV: Return Voyage to Black Rock City, Burning Man",All hands on deck!  The Burning Man Frigate Monaco PV is preparing for her return voyage to Black Rock City.,5000.0,8.517393171418904,USD,US,Art,Sculpture,Alameda,CA,1370925542,1371763821,1374355821,1
528,Meet The Adaptchula™ Spatula AND The Nottadrip™ Utensil Rest,The worlds first adaptive spatula and the worlds first serving station and utensil rest!,5000.0,8.517393171418904,USD,US,Design,Product Design,Kennewick,WA,1729704440,1733852165,1737266400,1
1339,The Rise Of An Autistic Artist,"This Project Is To Help With My Marketing And Equipment Expenses.
Features, Mixtapes, Promo Campaign, Magazines , Etc",50000.0,10.819798284210286,USD,US,Music,Hip-Hop,Richmond,VA,1557283975,1557285044,1559877044,0
163,Addicted To Oxytocin: The Empowering Lingerie Gift Box,Born from love. Made for women. Dedicated to strength.,2500.0,7.824445930877619,USD,US,Fashion,Apparel,Las Vegas,NV,1758414616,1758664135,1761256135,0
1260,Sticks Shift Incorporated,"An audio drama fantasy and mystery podcast about life, death, and capitalism.",80.0,4.394449154672439,CAD,CA,Publishing,Radio & Podcasts,Vancouver,BC,1572834960,1572981086,1577846880,1
459,Prince of Roses,"A frigid Mörk Borg compatible adventure, set in the frozen peaks of Kergüs.",2000.0,7.601402334583733,USD,US,Games,Tabletop Games,Minneapolis,MN,1726941670,1739925016,1742513416,1
1479,We Made A Classic!,"A re-release of my current project “Mixtape Gawdess”. With the right amount of money behind this project, it can be one of the best yet",2500.0,7.824445930877619,USD,US,Music,Hip-Hop,Baltimore,MD,1526923092,1526966324,1529510100,0
1459,Free Elvish Lessons at the Realelvish Academy,"I am making a free Neo-Sindarin class for beginners, as well as doing other improvements to the free content of Realelvish.net.",1200.0,7.0909098220799835,USD,US,Publishing,Academic,Missoula,MT,1531077012,1531247598,1533839598,1
159,"RIZVOL: Quiet Luxury, Reimagined","Our vision is to build a future where every stitch, every seam, and every button tells a story - one that stretches across continents",5000.0,8.517393171418904,USD,US,Fashion,Apparel,New York,NY,1758647719,1758899983,1761491983,0
