issue_d,sub_grade,term,home_ownership,fico_range_low,total_acc,pub_rec,revol_util,annual_inc,int_rate,dti,purpose,mort_acc,loan_amnt,application_type,installment,verification_status,pub_rec_bankruptcies,addr_state,initial_list_status,fico_range_high,revol_bal,id,open_acc,emp_length,loan_status,time_to_earliest_cr_line
2015-10-01,C4, 60 months,MORTGAGE,685.0,23.0,0.0,63.1,70000.0,13.67,32.61,debt_consolidation,3.0,12000.0,Individual,277.18,Source Verified,0.0,MO,f,689.0,30524.0,63793272,14.0,11.0,0,1207094.4
2014-10-01,C2, 36 months,MORTGAGE,660.0,45.0,0.0,42.3,80000.0,13.35,15.26,credit_card,2.0,12000.0,Individual,406.36,Source Verified,0.0,FL,f,664.0,12303.0,26400371,28.0,4.0,1,641692.8
2015-02-01,B2, 60 months,MORTGAGE,700.0,34.0,0.0,20.1,101000.0,9.49,1.71,credit_card,3.0,30000.0,Individual,629.91,Verified,0.0,CA,w,704.0,7280.0,40583854,10.0,11.0,1,434073.6
2015-07-01,C2, 36 months,RENT,665.0,21.0,0.0,82.3,39000.0,12.69,11.35,debt_consolidation,0.0,12000.0,Individual,402.54,Verified,0.0,NJ,f,669.0,4527.0,55939039,13.0,7.0,0,218160.0
2014-12-01,A5, 36 months,MORTGAGE,680.0,37.0,0.0,42.6,65000.0,8.19,14.01,credit_card,4.0,6500.0,Individual,204.26,Not Verified,0.0,SC,w,684.0,5075.0,36321392,11.0,8.0,1,349747.2
2016-01-01,A3, 36 months,RENT,685.0,10.0,1.0,41.0,45000.0,6.99,5.33,debt_consolidation,0.0,8400.0,Individual,259.33,Source Verified,1.0,OR,w,689.0,6520.0,68618967,4.0,0.0,1,644371.2
2016-05-01,B4, 36 months,MORTGAGE,710.0,18.0,0.0,34.0,75000.0,10.75,12.22,credit_card,3.0,12000.0,Individual,391.45,Not Verified,0.0,MD,w,714.0,8152.0,77438306,9.0,8.0,1,331257.6
2015-05-01,C1, 36 months,RENT,690.0,10.0,0.0,59.3,24000.0,12.29,8.8,debt_consolidation,0.0,5500.0,Individual,183.45,Not Verified,0.0,OR,w,694.0,8724.0,50273178,7.0,1.0,1,236563.2
2014-04-01,D4, 36 months,MORTGAGE,680.0,30.0,0.0,48.0,49381.36,18.92,30.77,debt_consolidation,2.0,12725.0,Individual,465.94,Verified,0.0,TN,w,684.0,19501.0,15119325,16.0,11.0,0,536457.6
2014-08-01,C2, 36 months,RENT,665.0,30.0,0.0,89.9,74000.0,13.35,13.25,debt_consolidation,2.0,18500.0,Individual,626.47,Not Verified,0.0,MA,f,669.0,10344.0,24044828,14.0,11.0,1,565315.2
2015-07-01,C4, 36 months,RENT,660.0,38.0,0.0,88.2,77000.0,13.99,20.99,debt_consolidation,0.0,8000.0,Individual,273.39,Not Verified,0.0,TN,w,664.0,5645.0,55255309,12.0,1.0,1,533779.2
2014-02-01,B4, 60 months,MORTGAGE,710.0,35.0,0.0,84.6,174682.0,12.49,19.51,credit_card,4.0,21300.0,Individual,479.1,Verified,0.0,MI,f,714.0,44915.0,11985931,16.0,11.0,1,762739.2
2016-05-01,C1, 36 months,RENT,680.0,27.0,0.0,39.8,67000.0,11.99,23.91,debt_consolidation,0.0,20000.0,Individual,664.2,Verified,0.0,VA,w,684.0,7922.0,79064599,13.0,2.0,1,544233.6
2015-03-01,C4, 36 months,RENT,675.0,48.0,1.0,78.0,27000.0,13.99,35.82,debt_consolidation,0.0,9450.0,Individual,322.94,Verified,1.0,NY,f,679.0,9881.0,44006306,6.0,9.0,1,496972.8
2016-04-01,B5, 36 months,RENT,675.0,45.0,0.0,16.6,50000.0,11.47,14.59,debt_consolidation,0.0,7000.0,Individual,230.74,Source Verified,0.0,MI,f,679.0,6282.0,76449206,22.0,4.0,0,428630.4
2016-05-01,A4, 36 months,OWN,755.0,18.0,0.0,38.8,35000.0,7.39,37.34,debt_consolidation,0.0,9600.0,Individual,298.14,Not Verified,0.0,NY,w,759.0,13527.0,77795617,15.0,9.0,1,376012.8
2015-01-01,C3, 60 months,MORTGAGE,705.0,37.0,0.0,59.4,80000.0,13.66,15.9,debt_consolidation,1.0,12000.0,Individual,277.11,Not Verified,0.0,UT,f,709.0,19945.0,37968508,13.0,5.0,1,247363.2
2015-02-01,B4, 36 months,MORTGAGE,685.0,17.0,2.0,63.0,51000.0,10.99,26.09,home_improvement,2.0,5800.0,Individual,189.86,Verified,0.0,WI,w,689.0,26681.0,40981544,12.0,0.0,1,710121.6
2014-05-01,B1, 36 months,RENT,705.0,52.0,0.0,44.4,65000.0,9.17,19.31,debt_consolidation,1.0,13000.0,Individual,414.43,Not Verified,0.0,MI,w,709.0,4794.0,17112793,15.0,11.0,1,417916.8
2016-02-01,B5, 36 months,RENT,675.0,23.0,0.0,51.7,33500.0,11.47,23.56,credit_card,0.0,5000.0,Individual,164.81,Verified,0.0,MN,f,679.0,2845.0,72133187,7.0,0.0,1,518140.8
2015-08-01,C3, 60 months,OWN,745.0,21.0,0.0,46.3,175000.0,13.33,15.42,debt_consolidation,2.0,35000.0,Individual,802.29,Verified,0.0,PA,w,749.0,50228.0,57194818,10.0,8.0,1,923097.6
2015-04-01,D2, 60 months,RENT,690.0,10.0,0.0,64.8,79040.0,16.55,20.29,debt_consolidation,1.0,23000.0,Individual,566.06,Verified,0.0,FL,w,694.0,18732.0,43379568,9.0,0.0,1,255139.2
2016-04-01,C4, 36 months,MORTGAGE,670.0,21.0,0.0,45.4,55000.0,14.46,26.53,credit_card,1.0,6000.0,Individual,206.41,Source Verified,0.0,NC,f,674.0,10115.0,77128609,17.0,11.0,0,783734.4
2016-01-01,A4, 36 months,MORTGAGE,740.0,15.0,0.0,94.6,75531.0,7.49,13.71,credit_card,0.0,17700.0,Individual,550.5,Source Verified,0.0,MT,f,744.0,16744.0,68407769,5.0,11.0,1,575942.4
2015-02-01,D3, 60 months,MORTGAGE,670.0,24.0,0.0,88.3,48880.0,16.49,32.6,debt_consolidation,2.0,20000.0,Individual,491.59,Source Verified,0.0,SD,w,674.0,10158.0,39532058,7.0,2.0,0,334108.8
2016-03-01,B4, 60 months,RENT,720.0,28.0,0.0,81.8,54000.0,10.75,30.49,credit_card,0.0,13300.0,Individual,287.52,Not Verified,0.0,MO,w,724.0,14880.0,74571348,8.0,1.0,1,365472.0
2014-09-01,A1, 36 months,MORTGAGE,775.0,40.0,0.0,37.0,110000.0,6.03,11.46,credit_card,2.0,8000.0,Individual,243.49,Not Verified,0.0,CO,f,779.0,9336.0,26199699,10.0,3.0,1,633830.4
2014-09-01,B3, 60 months,MORTGAGE,800.0,45.0,0.0,2.4,244000.0,10.99,12.31,debt_consolidation,6.0,13000.0,Individual,282.59,Source Verified,0.0,OR,f,804.0,671.0,26398800,13.0,4.0,0,710121.6
2015-04-01,A4, 36 months,OWN,705.0,16.0,0.0,46.9,44000.0,6.92,21.82,credit_card,0.0,6000.0,Individual,185.05,Not Verified,0.0,IL,f,709.0,4222.0,45704247,7.0,6.0,1,1264982.4
2015-06-01,B4, 36 months,OWN,665.0,12.0,0.0,68.6,46972.0,10.99,11.91,debt_consolidation,0.0,9000.0,Individual,294.61,Source Verified,0.0,NC,f,669.0,6379.0,51616408,7.0,9.0,1,652147.2
2014-10-01,B5, 36 months,RENT,660.0,17.0,0.0,80.7,50000.0,12.49,31.33,debt_consolidation,0.0,15000.0,Individual,501.74,Source Verified,0.0,CA,f,664.0,11304.0,32619771,9.0,2.0,1,244512.0
2014-06-01,B1, 36 months,MORTGAGE,735.0,45.0,0.0,70.4,192000.0,9.17,14.42,debt_consolidation,4.0,35000.0,Individual,1115.77,Verified,0.0,NY,w,739.0,41164.0,18486020,19.0,11.0,1,933465.6
2014-07-01,F1, 36 months,OWN,665.0,16.0,0.0,89.0,46300.0,23.43,34.19,credit_card,2.0,7550.0,Individual,293.96,Not Verified,0.0,GA,f,669.0,33628.0,20428739,12.0,7.0,1,502243.2
2014-06-01,A3, 36 months,RENT,730.0,18.0,1.0,36.2,130000.0,7.12,14.71,credit_card,0.0,10000.0,Individual,309.32,Source Verified,0.0,TX,w,734.0,9082.0,19156142,14.0,3.0,1,297043.2
2014-03-01,F2, 60 months,RENT,660.0,53.0,0.0,83.4,100000.0,24.08,19.92,other,2.0,10000.0,Individual,288.15,Source Verified,0.0,CA,f,664.0,59710.0,13036675,12.0,11.0,1,801964.8
2014-11-01,D5, 36 months,RENT,670.0,36.0,0.0,71.6,53000.0,17.86,36.71,debt_consolidation,0.0,19000.0,Individual,685.57,Verified,0.0,TX,f,674.0,21270.0,33461475,15.0,9.0,0,326160.0
2015-07-01,A4, 36 months,OWN,700.0,6.0,0.0,58.7,34000.0,7.26,17.08,debt_consolidation,0.0,12000.0,Individual,371.96,Not Verified,0.0,TX,w,704.0,5223.0,51829080,4.0,3.0,1,699494.4
2016-06-01,C5, 60 months,RENT,670.0,27.0,0.0,70.3,86000.0,15.59,11.58,moving,3.0,16000.0,Individual,385.62,Verified,0.0,FL,w,674.0,14883.0,83322478,10.0,0.0,0,431308.8
2015-07-01,E2, 60 months,MORTGAGE,705.0,28.0,0.0,98.6,60000.0,18.55,36.58,credit_card,6.0,27925.0,Individual,717.5,Source Verified,0.0,OH,f,709.0,19809.0,55637363,8.0,11.0,1,420768.0
2014-02-01,E4, 60 months,RENT,695.0,22.0,0.0,53.8,50000.0,21.99,26.79,debt_consolidation,3.0,20000.0,Individual,552.27,Source Verified,0.0,NJ,w,699.0,34259.0,12515520,8.0,5.0,0,670636.8
2016-06-01,D1, 60 months,MORTGAGE,690.0,29.0,0.0,48.0,57190.8,16.29,15.86,debt_consolidation,4.0,14625.0,Individual,357.91,Verified,0.0,OR,w,694.0,6714.0,79742318,10.0,0.0,1,830908.8
2014-01-01,C1, 36 months,MORTGAGE,665.0,25.0,0.0,67.3,68000.0,13.98,9.74,debt_consolidation,1.0,23000.0,Individual,785.87,Source Verified,0.0,NJ,f,669.0,22873.0,10090380,10.0,8.0,1,418176.0
2015-04-01,E3, 36 months,MORTGAGE,710.0,21.0,0.0,80.9,23000.0,19.52,31.47,debt_consolidation,0.0,9175.0,Individual,338.74,Source Verified,0.0,AL,f,714.0,7122.0,46526691,10.0,0.0,0,665366.4
2015-06-01,B5, 36 months,MORTGAGE,675.0,23.0,0.0,78.4,268000.0,11.53,10.18,debt_consolidation,2.0,32725.0,Individual,1079.61,Verified,0.0,MT,f,679.0,27429.0,52017973,14.0,8.0,1,412905.6
2014-07-01,B3, 36 months,MORTGAGE,675.0,11.0,0.0,38.0,44000.0,10.99,15.41,debt_consolidation,0.0,18000.0,Individual,589.22,Source Verified,0.0,TX,w,679.0,17691.0,22253449,9.0,2.0,1,620524.8
2015-07-01,B1, 60 months,MORTGAGE,720.0,19.0,0.0,80.6,120000.0,8.18,17.92,credit_card,5.0,28800.0,Individual,586.45,Source Verified,0.0,CA,w,724.0,27892.0,53061952,7.0,9.0,0,410227.2
2014-09-01,A1, 36 months,MORTGAGE,785.0,22.0,0.0,30.4,165000.0,6.03,5.74,credit_card,4.0,24000.0,Individual,730.46,Source Verified,0.0,NJ,f,789.0,10633.0,26357788,4.0,2.0,1,804816.0
2014-02-01,F1, 36 months,MORTGAGE,670.0,26.0,0.0,65.9,70000.0,23.43,18.72,debt_consolidation,3.0,16375.0,Individual,637.55,Not Verified,0.0,MN,f,674.0,8832.0,11946152,8.0,11.0,1,604972.8
2016-02-01,B4, 36 months,OWN,665.0,14.0,0.0,76.8,71000.0,10.75,11.43,debt_consolidation,1.0,5000.0,Individual,163.11,Source Verified,0.0,LA,w,669.0,21195.0,71347995,10.0,0.0,1,623376.0
2016-03-01,A1, 36 months,MORTGAGE,785.0,36.0,0.0,19.7,120000.0,5.32,12.64,debt_consolidation,10.0,30000.0,Individual,903.45,Source Verified,0.0,AZ,w,789.0,78821.0,75299748,19.0,6.0,1,902016.0
2015-11-01,B4, 36 months,MORTGAGE,665.0,24.0,0.0,84.0,75000.0,10.99,25.07,credit_card,1.0,22475.0,Individual,735.7,Source Verified,0.0,TX,w,669.0,26215.0,65484747,12.0,1.0,1,499651.2
2016-03-01,A4, 36 months,RENT,665.0,7.0,1.0,32.5,46000.0,7.39,23.64,debt_consolidation,0.0,5000.0,Individual,155.28,Source Verified,0.0,TN,w,669.0,1720.0,74681387,4.0,4.0,1,410313.6
2015-12-01,B1, 36 months,OWN,700.0,21.0,0.0,95.8,50000.0,8.38,24.82,debt_consolidation,0.0,10000.0,Individual,315.12,Not Verified,0.0,NY,f,704.0,14367.0,67655676,5.0,8.0,1,423446.4
2015-07-01,B1, 36 months,MORTGAGE,705.0,33.0,0.0,48.7,90000.0,8.18,11.75,credit_card,5.0,24000.0,Individual,754.07,Not Verified,0.0,NC,w,709.0,23536.0,55230240,12.0,11.0,1,1149033.6
2015-12-01,B4, 36 months,RENT,680.0,24.0,1.0,52.0,70000.0,10.78,28.97,other,0.0,4000.0,Individual,130.54,Not Verified,1.0,CA,w,684.0,6818.0,68563417,10.0,11.0,1,389232.0
2014-01-01,C3, 60 months,MORTGAGE,675.0,20.0,0.0,83.0,35000.0,14.98,15.67,debt_consolidation,3.0,10000.0,Individual,237.8,Verified,0.0,WA,f,679.0,7885.0,11215938,7.0,5.0,1,394588.8
2016-01-01,B1, 36 months,RENT,710.0,16.0,0.0,58.7,82000.0,8.49,25.92,debt_consolidation,0.0,8100.0,Individual,255.66,Not Verified,0.0,TX,w,714.0,24774.0,69317007,13.0,2.0,1,631152.0
2014-01-01,B1, 36 months,MORTGAGE,720.0,43.0,1.0,88.0,135000.0,9.67,22.28,debt_consolidation,2.0,10000.0,Individual,321.13,Source Verified,0.0,SC,f,724.0,10291.0,10557065,12.0,11.0,1,754704.0
2014-02-01,C4, 36 months,MORTGAGE,670.0,26.0,2.0,62.4,55000.0,15.31,13.78,debt_consolidation,3.0,7000.0,Individual,243.73,Source Verified,0.0,MI,f,674.0,8179.0,12285203,10.0,11.0,1,836438.4
2015-04-01,C5, 60 months,MORTGAGE,710.0,33.0,0.0,78.2,153000.0,14.65,27.01,debt_consolidation,6.0,35000.0,Individual,826.24,Verified,0.0,NY,w,714.0,42408.0,44845810,15.0,11.0,0,928195.2
2016-03-01,C4, 36 months,MORTGAGE,670.0,32.0,0.0,45.9,49000.0,14.46,14.01,debt_consolidation,3.0,21550.0,Individual,741.36,Source Verified,0.0,MA,w,674.0,28029.0,73480427,17.0,5.0,1,439171.2
2015-02-01,D5, 36 months,RENT,660.0,60.0,0.0,0.0,103000.0,17.86,12.11,debt_consolidation,0.0,10000.0,Individual,360.83,Not Verified,0.0,NV,f,664.0,0.0,39300015,5.0,11.0,1,670636.8
2015-05-01,D1, 36 months,OWN,675.0,12.0,0.0,91.8,20000.0,15.61,25.63,credit_card,0.0,5000.0,Individual,174.83,Source Verified,0.0,OH,f,679.0,8817.0,48766060,10.0,0.0,0,373420.8
2015-01-01,C4, 36 months,RENT,675.0,12.0,0.0,56.5,22000.0,14.31,12.22,other,0.0,5500.0,Individual,188.81,Verified,0.0,KY,f,679.0,6049.0,39591410,5.0,4.0,1,278899.2
2015-01-01,B2, 36 months,RENT,680.0,7.0,0.0,16.0,31000.0,9.49,13.09,debt_consolidation,0.0,4000.0,Individual,128.12,Not Verified,0.0,NV,w,684.0,1037.0,38922367,6.0,2.0,1,226195.2
2015-06-01,B3, 60 months,OWN,675.0,21.0,0.0,52.2,77100.0,9.99,14.37,credit_card,0.0,13000.0,Individual,276.15,Source Verified,0.0,OH,w,679.0,16456.0,50758553,15.0,2.0,1,339120.0
2015-04-01,A1, 36 months,RENT,695.0,31.0,0.0,44.8,40000.0,5.93,23.76,credit_card,0.0,10000.0,Individual,303.91,Not Verified,0.0,FL,w,699.0,10625.0,45424810,7.0,0.0,1,304992.0
2014-07-01,E2, 60 months,RENT,680.0,26.0,3.0,29.4,106000.0,19.52,8.64,medical,2.0,26000.0,Individual,681.92,Verified,0.0,MD,w,684.0,4934.0,20057072,13.0,8.0,0,439084.8
2014-12-01,B1, 36 months,MORTGAGE,685.0,9.0,0.0,16.1,35000.0,8.67,26.65,other,0.0,4000.0,Individual,126.59,Not Verified,0.0,CO,f,689.0,4453.0,37118021,6.0,0.0,1,318124.8
2014-10-01,C2, 36 months,MORTGAGE,665.0,26.0,0.0,52.1,32500.0,13.35,9.75,debt_consolidation,1.0,8000.0,Individual,270.91,Source Verified,0.0,IL,f,669.0,7033.0,28082139,11.0,7.0,1,291945.6
2015-12-01,A1, 36 months,MORTGAGE,720.0,59.0,0.0,75.0,124000.0,5.32,18.88,credit_card,6.0,21000.0,Individual,632.42,Verified,0.0,GA,w,724.0,85132.0,68503804,27.0,2.0,1,475891.2
2015-02-01,D4, 60 months,MORTGAGE,815.0,19.0,0.0,4.1,69000.0,17.57,15.75,debt_consolidation,3.0,25025.0,Individual,629.64,Source Verified,0.0,OH,f,819.0,2866.0,41001372,15.0,0.0,1,1407110.4
2015-06-01,E4, 60 months,OWN,695.0,10.0,0.0,49.9,50000.0,19.99,19.54,debt_consolidation,0.0,15100.0,Individual,399.98,Source Verified,0.0,MD,w,699.0,2297.0,51996719,6.0,2.0,0,339120.0
2014-04-01,C3, 60 months,RENT,720.0,23.0,0.0,73.7,98750.0,14.64,15.51,debt_consolidation,0.0,20000.0,Individual,472.03,Source Verified,0.0,NY,w,724.0,29784.0,13468110,10.0,11.0,1,520646.4
2016-03-01,E1, 60 months,MORTGAGE,690.0,44.0,2.0,26.1,98000.0,19.99,30.89,vacation,3.0,20000.0,Individual,529.77,Verified,1.0,WY,w,694.0,5356.0,73629232,16.0,11.0,1,352252.8
2016-04-01,C1, 60 months,MORTGAGE,680.0,38.0,0.0,59.0,231084.0,11.99,7.2,other,0.0,12600.0,Individual,280.22,Source Verified,0.0,AR,w,684.0,18936.0,76235068,8.0,6.0,1,1041465.6
2016-03-01,B2, 36 months,MORTGAGE,700.0,29.0,0.0,61.6,87000.0,9.16,30.04,debt_consolidation,3.0,30000.0,Individual,956.23,Source Verified,0.0,TX,w,704.0,36088.0,73568543,16.0,3.0,0,723168.0
2014-05-01,C3, 36 months,OWN,690.0,9.0,0.0,46.5,36000.0,13.98,27.34,credit_card,0.0,13625.0,Individual,465.54,Not Verified,0.0,CA,f,694.0,8594.0,16352331,8.0,5.0,0,110332.8
2014-01-01,F4, 60 months,MORTGAGE,665.0,44.0,0.0,25.3,65000.0,24.99,25.24,debt_consolidation,2.0,15000.0,Individual,440.19,Verified,0.0,MA,f,669.0,9269.0,10735811,16.0,11.0,1,331516.8
2014-01-01,A5, 36 months,RENT,675.0,32.0,0.0,75.4,117000.0,8.9,12.61,credit_card,2.0,16800.0,Individual,533.46,Not Verified,0.0,AL,f,679.0,34016.0,10083406,15.0,1.0,1,370915.2
2015-02-01,C2, 36 months,RENT,670.0,10.0,0.0,83.6,60000.0,12.69,9.96,debt_consolidation,0.0,6000.0,Individual,201.27,Not Verified,0.0,CA,f,674.0,3427.0,41130990,6.0,5.0,1,297216.0
2016-05-01,B5, 36 months,RENT,745.0,29.0,0.0,10.7,51771.0,11.47,21.49,debt_consolidation,0.0,11625.0,Individual,383.19,Not Verified,0.0,CA,w,749.0,2262.0,78550470,16.0,5.0,1,304992.0
2014-06-01,E3, 60 months,OWN,680.0,29.0,0.0,88.4,54000.0,20.2,24.87,debt_consolidation,0.0,21550.0,Individual,573.35,Source Verified,0.0,OH,w,684.0,24044.0,19386247,20.0,11.0,0,1015113.6
2015-05-01,A5, 36 months,RENT,690.0,21.0,0.0,92.0,53000.0,7.89,26.36,debt_consolidation,0.0,10000.0,Individual,312.86,Not Verified,0.0,NY,w,694.0,9474.0,48616018,15.0,4.0,1,283996.8
2015-10-01,C2, 36 months,MORTGAGE,675.0,8.0,0.0,91.0,92000.0,12.69,16.42,other,1.0,2500.0,Individual,83.87,Not Verified,0.0,TX,w,679.0,4243.0,61533441,6.0,11.0,0,646963.2
2015-08-01,B1, 60 months,MORTGAGE,760.0,28.0,0.0,6.1,65000.0,8.18,23.76,home_improvement,0.0,10000.0,Individual,203.63,Not Verified,0.0,WA,w,764.0,1354.0,57295411,13.0,11.0,1,475977.6
2014-02-01,C2, 36 months,OWN,710.0,5.0,0.0,53.6,19000.0,14.16,8.09,car,0.0,5000.0,Individual,171.28,Not Verified,0.0,MI,f,714.0,3161.0,11785033,3.0,4.0,1,289353.6
2014-04-01,B4, 36 months,MORTGAGE,720.0,31.0,2.0,18.5,47000.0,12.49,14.04,home_improvement,0.0,10000.0,Individual,334.49,Source Verified,0.0,IL,w,724.0,3113.0,13177897,9.0,11.0,1,389145.6
2014-07-01,C2, 36 months,MORTGAGE,660.0,33.0,1.0,20.2,30000.0,13.35,24.6,home_improvement,2.0,1000.0,Individual,33.87,Source Verified,1.0,WI,f,664.0,1255.0,20048480,10.0,11.0,1,444355.2
2016-06-01,B2, 36 months,MORTGAGE,670.0,41.0,1.0,57.6,166000.0,9.49,16.31,credit_card,4.0,8000.0,Individual,256.23,Verified,1.0,FL,w,674.0,21759.0,83690031,28.0,11.0,1,420681.6
2015-04-01,A3, 36 months,MORTGAGE,700.0,17.0,0.0,69.4,84000.0,6.68,13.25,debt_consolidation,1.0,16000.0,Individual,491.7,Not Verified,0.0,HI,f,704.0,59030.0,46417512,8.0,1.0,1,536457.6
2015-03-01,C4, 36 months,MORTGAGE,690.0,42.0,1.0,42.7,30000.0,13.99,24.32,medical,6.0,7450.0,Individual,254.59,Not Verified,0.0,DE,w,694.0,9050.0,43510522,13.0,7.0,1,883612.8
2016-06-01,A5, 36 months,OWN,695.0,14.0,0.0,48.5,124000.0,7.89,11.69,credit_card,3.0,35000.0,Individual,1095.0,Verified,0.0,CA,w,699.0,43159.0,81413618,6.0,11.0,1,423360.0
2015-12-01,A3, 36 months,MORTGAGE,745.0,30.0,0.0,36.3,65000.0,6.89,6.32,debt_consolidation,1.0,15000.0,Individual,462.41,Not Verified,0.0,CA,w,749.0,13485.0,67238011,11.0,11.0,1,420768.0
2015-11-01,D1, 60 months,MORTGAGE,665.0,5.0,0.0,67.1,45000.0,15.41,3.08,debt_consolidation,0.0,10000.0,Individual,240.06,Source Verified,0.0,CA,w,669.0,4161.0,65343585,5.0,0.0,0,99878.4
2015-10-01,A5, 36 months,RENT,725.0,17.0,0.0,26.4,17280.0,7.89,26.67,major_purchase,0.0,1600.0,Individual,50.06,Not Verified,0.0,CA,f,729.0,6000.0,62549924,12.0,11.0,1,270950.4
2016-01-01,B5, 36 months,MORTGAGE,680.0,31.0,1.0,76.7,77000.0,11.48,18.52,debt_consolidation,3.0,13000.0,Individual,428.57,Verified,1.0,WA,f,684.0,16949.0,68845588,10.0,4.0,1,736300.8
2016-03-01,C4, 36 months,MORTGAGE,710.0,13.0,0.0,44.1,36000.0,14.46,7.0,credit_card,3.0,13675.0,Individual,470.45,Verified,0.0,MN,f,714.0,11469.0,74692028,4.0,2.0,1,291859.2
2015-01-01,A5, 36 months,MORTGAGE,735.0,27.0,0.0,36.5,40000.0,8.19,21.45,debt_consolidation,2.0,8000.0,Individual,251.4,Source Verified,0.0,MO,f,739.0,18514.0,38565131,14.0,11.0,1,449712.0
2014-01-01,E3, 36 months,MORTGAGE,665.0,42.0,1.0,65.3,47500.0,22.4,18.9,home_improvement,3.0,9500.0,Individual,364.78,Verified,1.0,AL,w,669.0,6923.0,10098787,12.0,11.0,1,589248.0
2015-10-01,A3, 36 months,RENT,700.0,11.0,0.0,43.4,60000.0,6.89,18.28,credit_card,0.0,13000.0,Individual,400.75,Source Verified,0.0,FL,w,704.0,12486.0,61370881,7.0,5.0,1,328752.0
2014-04-01,B4, 36 months,MORTGAGE,705.0,38.0,0.0,32.2,50000.0,12.49,12.29,debt_consolidation,2.0,16500.0,Individual,551.91,Not Verified,0.0,MI,f,709.0,5576.0,14227925,13.0,8.0,1,646876.8
2016-02-01,B5, 36 months,MORTGAGE,670.0,29.0,0.0,81.1,90000.0,11.47,24.79,debt_consolidation,1.0,7850.0,Individual,258.75,Not Verified,0.0,NE,w,674.0,12971.0,70822687,24.0,0.0,0,236736.0
2015-01-01,D3, 36 months,RENT,670.0,39.0,0.0,60.5,95000.0,16.49,7.09,debt_consolidation,0.0,17850.0,Individual,631.88,Not Verified,0.0,WA,w,674.0,20160.0,39530780,24.0,0.0,1,265680.0
2015-11-01,C1, 36 months,RENT,690.0,21.0,0.0,54.1,50000.0,12.05,28.42,major_purchase,0.0,9600.0,Individual,319.09,Source Verified,0.0,PA,f,694.0,13246.0,63969099,10.0,8.0,1,352339.2
2015-02-01,D3, 36 months,OWN,715.0,31.0,0.0,10.7,28000.0,16.99,32.36,debt_consolidation,0.0,2800.0,Individual,99.82,Verified,0.0,OH,f,719.0,2008.0,40921748,18.0,5.0,1,326160.0
2015-06-01,C3, 36 months,MORTGAGE,685.0,8.0,0.0,97.5,37000.0,13.33,14.0,credit_card,1.0,3000.0,Individual,101.56,Not Verified,0.0,NC,f,689.0,10526.0,51850112,5.0,11.0,1,602208.0
2015-10-01,B1, 60 months,RENT,805.0,47.0,0.0,10.8,50000.0,8.18,12.65,debt_consolidation,0.0,15000.0,Individual,305.44,Not Verified,0.0,NJ,w,809.0,14359.0,62013287,28.0,0.0,1,1188518.4
2015-04-01,C1, 36 months,OWN,670.0,26.0,0.0,43.2,70000.0,12.29,12.84,debt_consolidation,0.0,7000.0,Individual,233.48,Source Verified,0.0,CA,w,674.0,6523.0,44825898,18.0,1.0,1,207619.2
2015-01-01,A3, 36 months,MORTGAGE,715.0,18.0,0.0,51.8,118000.0,6.99,15.41,credit_card,5.0,20000.0,Individual,617.46,Source Verified,0.0,MA,w,719.0,34190.0,39541281,9.0,0.0,1,641692.8
2015-09-01,A3, 36 months,MORTGAGE,690.0,42.0,0.0,49.8,77000.0,6.89,11.97,debt_consolidation,1.0,10200.0,Individual,314.44,Source Verified,0.0,CA,w,694.0,16742.0,59269785,23.0,6.0,1,320889.6
2014-07-01,C2, 36 months,RENT,665.0,16.0,2.0,56.3,56000.0,13.35,6.77,debt_consolidation,0.0,6600.0,Individual,223.5,Verified,2.0,NJ,f,669.0,6814.0,20709098,10.0,11.0,1,483926.4
2016-05-01,D4, 36 months,MORTGAGE,665.0,44.0,0.0,69.3,70000.0,18.99,35.42,credit_card,0.0,15000.0,Individual,549.77,Not Verified,0.0,AR,f,669.0,17327.0,80581485,9.0,8.0,1,405043.2
2015-11-01,A4, 36 months,MORTGAGE,715.0,16.0,1.0,35.0,60000.0,7.26,23.94,credit_card,1.0,5600.0,Individual,173.58,Not Verified,0.0,TX,w,719.0,9185.0,64170968,13.0,11.0,1,602208.0
2014-09-01,D3, 60 months,MORTGAGE,690.0,20.0,0.0,88.0,65000.0,16.99,36.43,debt_consolidation,1.0,20000.0,Individual,496.95,Verified,0.0,LA,w,694.0,7219.0,25387350,9.0,3.0,1,581212.8
2014-01-01,D1, 36 months,RENT,670.0,19.0,0.0,39.4,40000.0,16.99,25.8,credit_card,0.0,9450.0,Individual,336.88,Not Verified,0.0,WA,f,674.0,8147.0,10706869,13.0,2.0,1,144720.0
2015-01-01,B1, 36 months,OWN,665.0,10.0,0.0,47.0,72158.0,8.67,6.35,debt_consolidation,0.0,18000.0,Individual,569.64,Not Verified,0.0,DC,f,669.0,10301.0,40107734,4.0,11.0,1,433987.2
2015-07-01,B3, 36 months,MORTGAGE,690.0,19.0,0.0,79.7,100000.0,9.99,17.37,credit_card,0.0,35000.0,Individual,1129.19,Source Verified,0.0,GA,w,694.0,60827.0,56138513,11.0,0.0,1,631152.0
2014-07-01,C5, 36 months,MORTGAGE,660.0,28.0,0.0,89.0,67000.0,14.99,10.48,credit_card,5.0,28100.0,Individual,973.96,Source Verified,0.0,NM,w,664.0,16652.0,21140109,6.0,3.0,1,491702.4
