age,years_employed,annual_income,loan_amount,loan_term_months,credit_score,num_credit_lines,num_late_payments,debt_to_income_ratio,months_since_derogatory,has_mortgage,num_dependents,savings_balance,checking_balance,loan_to_income_ratio,high_risk
52,8,124531,6230,36,571,3,1,0.32,45,0,0,1967,535,0.05,0
24,6,85388,12593,12,702,2,1,0.57,24,0,2,28055,5589,0.15,0
67,3,46807,6667,60,648,5,2,0.15,31,1,0,531,9417,0.14,0
38,5,26673,4870,60,617,6,1,0.35,11,0,1,6251,57252,0.18,0
23,5,29914,14353,24,520,7,2,0.44,5,1,0,14980,8166,0.48,1
54,6,78168,9124,48,656,3,0,0.65,0,0,0,16567,690,0.12,0
68,0,35769,36702,60,668,4,1,0.26,51,1,0,13364,2278,1.03,0
36,7,29613,24343,24,570,8,3,0.18,30,0,0,7394,29190,0.82,0
63,0,33555,36992,24,709,4,1,0.46,7,1,2,5728,768,1.1,1
47,11,34762,8879,60,702,7,2,0.37,16,0,2,14611,447,0.26,0
49,1,75006,14496,24,653,12,2,0.32,48,1,3,7396,1177,0.19,0
48,6,45325,2772,12,650,6,1,0.42,23,1,0,7687,592,0.06,0
65,9,24681,11281,12,725,7,2,0.48,10,0,2,5121,926,0.46,0
25,3,49787,14173,60,679,1,2,0.46,9,1,2,3096,873,0.28,0
54,6,54782,14653,48,593,3,0,0.4,7,1,0,972,3974,0.27,0
60,10,38573,13024,12,634,6,0,0.55,52,1,2,1196,434,0.34,0
56,7,87373,13904,12,694,3,1,0.38,26,0,2,3103,2087,0.16,0
43,6,39716,2622,60,487,14,2,0.36,37,1,1,4253,779,0.07,1
48,0,85320,15579,36,575,14,2,0.46,59,1,2,1538,3310,0.18,1
68,1,66064,17855,24,704,7,1,0.16,120,0,1,1406,3732,0.27,1
65,9,77909,29816,12,746,9,1,0.44,8,0,0,3173,4826,0.38,0
50,7,28303,16667,36,731,3,0,0.3,5,1,1,14508,4825,0.59,0
54,7,51490,12351,48,721,14,3,0.15,18,0,3,386,913,0.24,0
52,7,47742,25925,36,660,1,1,0.41,1,0,1,1594,1799,0.54,1
40,10,24076,3247,60,567,10,0,0.28,47,0,1,5966,9105,0.13,0
51,3,85180,9808,48,634,13,0,0.11,64,1,2,23017,2939,0.12,0
42,5,32574,8438,48,490,6,0,0.22,34,1,2,65709,4798,0.26,0
52,0,36142,13085,36,754,12,3,0.6,9,1,2,3259,474,0.36,1
22,0,29535,3571,60,584,1,2,0.27,3,1,0,3203,5161,0.12,1
37,0,69605,29489,12,607,1,1,0.4,14,0,2,4166,227,0.42,1
44,1,22857,11500,36,734,14,0,0.19,53,0,1,6454,336,0.5,0
61,11,66765,16175,12,520,8,1,0.67,12,0,1,4656,672,0.24,1
50,0,82640,15273,36,554,9,1,0.36,1,0,1,5652,2887,0.18,0
22,3,64124,28495,12,671,2,0,0.25,9,0,2,988,3485,0.44,0
59,0,70004,4371,36,691,9,1,0.48,120,1,2,668,738,0.06,0
65,2,71666,14291,48,644,5,0,0.66,33,1,2,11595,217,0.2,0
43,5,30494,26574,24,646,13,1,0.29,69,1,1,3899,5160,0.87,0
69,2,100445,12596,48,751,8,1,0.24,44,1,1,13362,3450,0.13,0
51,9,38947,7549,12,700,7,2,0.69,23,1,0,6428,2894,0.19,0
66,11,47420,9299,60,690,7,2,0.33,4,1,4,880,15052,0.2,0
41,0,41509,10553,48,712,4,1,0.31,12,0,1,31693,2132,0.25,0
42,2,62678,8667,24,625,2,2,0.03,26,0,1,5103,607,0.14,0
21,5,37458,12189,12,823,5,3,0.34,61,0,2,2004,7798,0.33,0
46,9,50688,33022,48,465,14,0,0.15,9,0,0,2588,1154,0.65,1
61,3,26431,9335,36,766,11,1,0.27,3,0,3,1148,1610,0.35,0
21,4,87757,9970,60,722,11,0,0.05,24,1,2,7326,1002,0.11,0
45,0,68553,17603,12,669,3,3,0.54,5,0,2,4300,723,0.26,1
36,0,42356,12029,48,656,14,3,0.13,28,0,0,55400,1137,0.28,0
59,10,38770,6017,12,637,9,2,0.06,9,1,1,9172,9630,0.16,0
52,0,67664,12878,36,738,6,2,0.21,7,1,0,51515,559,0.19,0
28,14,34418,12590,24,646,1,0,0.54,15,0,1,1550,5863,0.37,0
62,7,52191,23990,48,591,3,3,0.28,26,0,2,3304,236,0.46,0
67,7,87614,7455,12,722,12,2,0.3,23,1,0,14301,10520,0.09,0
58,7,32675,24086,12,776,4,0,0.42,8,0,2,9963,11805,0.74,1
48,3,58941,12598,12,495,9,2,0.33,66,1,1,4823,586,0.21,1
61,6,57403,6872,24,838,11,1,0.54,3,0,2,1350,1972,0.12,0
45,4,46692,6092,12,567,6,2,0.31,1,0,1,359,3671,0.13,1
54,7,38105,42643,60,573,4,0,0.32,27,0,0,3774,930,1.12,1
69,4,89985,12137,60,550,1,2,0.69,3,1,0,3973,14342,0.13,1
44,1,36359,23433,12,650,8,2,0.36,21,1,3,5731,1851,0.64,0
43,1,19810,4794,60,547,14,2,0.38,90,0,1,867,1020,0.24,1
32,1,67525,65030,48,557,11,1,0.32,35,0,1,1711,1971,0.96,1
26,8,26885,22832,60,594,2,0,0.0,28,0,0,7865,804,0.85,0
55,2,69282,11461,12,661,11,2,0.48,25,1,1,9917,1850,0.17,1
64,0,95554,11117,36,668,11,0,0.6,5,0,2,6255,1102,0.12,0
39,6,67162,20759,48,749,8,0,0.54,17,0,2,3242,767,0.31,0
20,11,83759,20056,24,747,6,1,0.27,12,0,0,1182,4346,0.24,0
27,8,134594,14905,12,731,8,0,0.32,91,0,1,15439,280,0.11,0
65,2,79489,13447,24,629,6,1,0.4,8,1,0,11758,12570,0.17,0
35,0,57831,18706,36,502,5,2,0.4,19,1,4,2467,2329,0.32,1
33,4,110965,4698,24,500,5,1,0.45,83,0,1,13357,13792,0.04,1
31,4,117875,10691,12,731,14,0,0.38,46,0,2,4523,5209,0.09,0
42,1,118703,4973,12,717,14,1,0.3,100,0,2,2167,412,0.04,0
34,7,38327,19201,36,600,10,1,0.37,28,0,3,14944,1954,0.5,0
47,12,24909,8906,12,534,10,0,0.5,12,1,3,5542,250,0.36,1
53,5,37175,5203,36,566,11,3,0.79,52,0,0,2940,669,0.14,1
21,5,69690,8297,36,663,8,2,0.28,10,0,4,1054,1555,0.12,1
51,1,53081,14612,12,664,7,0,0.38,5,0,3,1178,832,0.28,1
42,10,44212,11811,60,733,8,1,0.3,36,1,1,13580,1070,0.27,0
41,4,64876,6608,36,613,12,1,0.4,30,1,2,8463,868,0.1,0
44,2,23496,4803,12,630,8,1,0.5,63,1,2,1207,20993,0.2,0
41,5,52605,13965,60,740,7,0,0.32,98,1,2,1180,2060,0.27,1
41,6,85753,9428,36,479,2,0,0.04,58,1,0,61269,3589,0.11,0
68,5,64515,11443,60,675,11,0,0.5,1,1,2,8583,1707,0.18,0
61,9,69279,12139,48,623,9,1,0.37,32,0,0,20982,2620,0.18,0
25,6,108954,17292,48,707,13,0,0.3,46,0,2,29457,188,0.16,0
34,3,47426,22207,60,691,7,3,0.27,120,1,4,1613,11359,0.47,1
62,6,35364,14587,36,594,12,1,0.4,14,1,2,39787,817,0.41,0
56,6,88854,11022,12,609,11,1,0.25,5,1,1,1348,6376,0.12,0
52,0,88041,13559,24,465,6,2,0.26,57,1,2,11790,6655,0.15,1
27,9,64805,10899,12,709,9,1,0.16,11,0,0,4276,250,0.17,1
63,3,45243,4986,24,669,13,0,0.25,27,0,2,11709,1923,0.11,0
63,3,49054,25723,24,761,1,1,0.44,14,1,2,3816,2823,0.52,1
24,8,25890,22972,36,618,11,1,0.14,15,1,0,9497,2040,0.89,1
58,7,85517,44046,60,723,2,1,0.52,39,0,0,25191,1806,0.52,0
23,2,84021,52485,12,564,13,1,0.17,13,0,2,18837,1119,0.62,0
25,8,25442,6597,60,433,1,2,0.37,35,0,1,4562,824,0.26,1
64,2,75645,10924,48,642,10,2,0.42,0,0,3,1565,5789,0.14,1
51,12,59997,60290,36,604,12,0,0.47,11,0,0,3439,2800,1.0,1
49,1,29407,13038,36,565,3,1,0.47,11,1,0,8374,2216,0.44,1
66,5,26822,15467,48,721,11,1,0.34,41,0,2,10747,310,0.58,0
54,1,59085,5363,12,746,5,1,0.32,11,1,2,17747,1363,0.09,0
59,13,40180,14620,48,658,1,4,0.44,30,1,1,2044,1700,0.36,1
35,0,121780,42581,12,635,4,0,0.39,34,1,2,1605,4558,0.35,1
32,7,78928,28910,24,655,14,4,0.3,32,1,1,1445,265,0.37,1
69,2,62121,9265,36,597,13,0,0.41,27,1,2,3879,541,0.15,0
61,3,63674,10532,12,695,8,1,0.32,16,1,0,6355,13076,0.17,0
49,6,95361,6778,60,526,6,1,0.26,14,0,1,7661,752,0.07,0
38,9,74851,8016,60,564,13,0,0.29,24,1,0,900,235,0.11,1
36,11,62936,4246,36,586,1,1,0.42,1,0,0,1565,838,0.07,1
38,0,30027,12696,48,693,12,2,0.21,62,1,0,2115,755,0.42,0
47,6,226607,33059,48,625,1,1,0.52,52,0,0,40502,3700,0.15,0
45,10,28237,16535,12,758,3,1,0.27,12,0,4,3110,3650,0.59,1
56,0,41928,30325,48,714,14,1,0.01,25,0,0,835,622,0.72,1
45,6,21431,25436,36,585,10,0,0.43,80,1,0,7768,1191,1.19,1
42,4,64176,9623,12,700,8,0,0.0,9,0,2,4314,3263,0.15,0
28,6,52868,8470,24,617,11,1,0.2,40,1,1,1200,3386,0.16,0
31,1,71871,8667,48,687,11,4,0.71,2,1,1,2783,579,0.12,1
20,0,20546,4768,48,718,14,4,0.51,22,0,1,3262,654,0.23,1
20,0,85515,13621,12,739,8,1,0.5,64,1,1,4239,18545,0.16,0
66,8,32737,2338,60,666,13,1,0.18,24,0,0,15002,1358,0.07,0
53,9,45501,19050,48,778,3,0,0.32,28,0,0,9629,9346,0.42,0
51,6,78103,13948,36,685,7,1,0.54,71,1,3,5710,2324,0.18,0
67,2,55861,17727,48,660,12,3,0.45,37,0,0,16047,6030,0.32,0
44,0,57870,25190,24,625,3,0,0.52,35,1,0,3005,3596,0.44,1
59,7,73100,15052,48,599,4,2,0.62,26,1,1,2058,2182,0.21,1
64,0,60742,35558,60,683,9,3,0.45,30,1,0,7118,2153,0.59,0
20,2,41334,19402,48,658,13,0,0.17,48,1,1,6488,461,0.47,0
35,2,45105,8482,12,670,4,1,0.44,116,1,2,836,1505,0.19,0
58,4,54499,11583,48,688,3,1,0.31,47,0,3,29492,1018,0.21,0
24,1,31326,3439,60,670,5,0,0.16,36,0,2,1447,1260,0.11,0
41,5,80660,7775,12,811,7,3,0.48,4,0,0,9277,1204,0.1,0
48,2,56631,10629,36,607,5,1,0.53,50,1,4,9540,2161,0.19,0
22,7,50888,18541,12,684,4,0,0.34,39,0,1,121,3647,0.36,0
31,9,88987,8516,24,631,8,1,0.4,44,1,0,6455,1554,0.1,1
45,5,46163,6324,12,453,4,0,0.04,7,0,1,35062,5168,0.14,0
35,6,44747,4304,36,634,2,1,0.52,70,0,2,2096,1144,0.1,0
56,13,38471,9340,48,575,10,1,0.47,3,0,0,503,1988,0.24,1
41,0,58193,43066,12,644,13,1,0.39,8,1,2,4270,29019,0.74,1
48,0,57195,15719,12,647,14,1,0.16,32,1,3,8597,482,0.27,0
33,7,35131,23476,12,680,6,2,0.1,33,0,0,4426,1137,0.67,0
47,12,44853,7785,12,607,2,0,0.65,11,1,2,1571,245,0.17,0
24,3,35249,5197,36,617,3,2,0.2,36,0,1,1427,2324,0.15,1
66,11,34460,6421,60,706,1,0,0.37,14,1,1,701,1841,0.19,0
68,5,20641,12603,60,585,5,0,0.2,0,0,0,518,2076,0.61,0
49,2,43675,4038,12,502,9,0,0.01,5,0,2,3256,663,0.09,0
65,1,20929,7303,36,662,2,2,0.42,64,1,1,8175,782,0.35,1
24,7,38893,9397,36,735,12,3,0.44,7,1,2,5949,1918,0.24,1
31,1,36085,6047,12,705,7,1,0.1,3,0,4,6641,386,0.17,0
35,5,82946,3736,24,664,5,0,0.52,34,0,3,10490,4767,0.05,0
45,11,29511,15895,12,750,2,0,0.27,17,1,0,23620,391,0.54,0
45,3,33503,13732,24,736,8,0,0.19,47,1,0,5080,1531,0.41,0
67,10,40507,21320,12,623,11,0,0.18,59,1,1,7433,1119,0.53,0
40,0,36677,6861,24,669,13,2,0.48,56,1,2,7492,1043,0.19,1
58,2,97209,21077,24,673,13,0,0.06,11,1,4,5865,309,0.22,0
55,0,27742,33442,12,643,6,1,0.16,21,0,2,5029,1722,1.21,1
52,5,40550,15635,24,740,4,2,0.41,31,0,1,5543,478,0.39,0
49,8,57874,9265,48,637,13,2,0.39,11,0,0,32010,2109,0.16,0
56,5,76160,14574,60,609,4,0,0.2,1,0,2,27417,784,0.19,0
42,9,40533,9003,36,442,2,1,0.54,20,1,0,633,1710,0.22,1
29,2,18787,8147,24,586,3,2,0.18,0,1,0,6389,246,0.43,1
24,5,45476,20129,24,544,7,0,0.32,90,0,3,4956,4932,0.44,0
55,2,96376,12290,36,646,3,1,0.3,47,0,1,22296,6038,0.13,0
53,6,56449,27530,24,549,13,3,0.3,6,1,0,4708,985,0.49,1
50,7,55171,10245,36,698,5,4,0.32,10,1,1,6646,39401,0.19,0
29,7,28810,10886,12,738,10,1,0.32,120,0,0,2253,4174,0.38,0
38,0,27368,9509,48,647,6,1,0.31,14,1,2,13044,1360,0.35,0
51,1,49465,6821,48,571,6,0,0.32,45,0,0,1104,1053,0.14,0
20,2,24024,21777,60,672,14,1,0.51,17,1,3,3406,765,0.91,1
24,4,72452,49584,24,801,4,2,0.32,59,1,1,1387,944,0.68,1
64,5,32102,10621,60,776,6,2,0.45,36,0,1,3425,1602,0.33,0
23,7,48420,8881,12,537,3,2,0.37,0,0,0,2543,1723,0.18,0
35,1,19093,8542,48,534,7,0,0.4,10,1,0,13417,385,0.45,1
43,0,40259,8885,12,514,7,2,0.47,24,0,2,3779,8024,0.22,1
35,13,27094,35949,12,559,4,3,0.18,78,0,2,29442,4296,1.33,0
21,0,15352,8681,24,670,2,4,0.44,3,1,0,3680,13793,0.57,1
68,8,64274,9403,12,605,11,2,0.32,27,0,1,1340,2709,0.15,1
47,5,111366,6347,48,582,7,0,0.21,10,0,2,3672,5718,0.06,0
51,6,86226,15933,60,733,3,1,0.47,66,1,1,8709,457,0.18,0
46,4,68929,12831,48,692,1,0,0.29,43,0,0,37192,3506,0.19,0
39,3,39852,6752,24,513,2,0,0.41,13,0,1,2266,251,0.17,1
43,6,73346,7818,48,728,10,1,0.0,5,0,2,35969,620,0.11,0
31,3,90393,33515,36,690,9,1,0.46,0,0,0,3913,28487,0.37,1
69,9,52491,13624,60,692,12,2,0.74,29,1,0,2880,1230,0.26,1
54,7,27114,14200,36,604,8,3,0.35,15,1,2,12466,1770,0.52,0
52,7,38189,14234,36,635,14,2,0.31,11,1,4,27120,3913,0.37,0
52,2,114846,30846,24,492,6,2,0.28,120,0,1,9590,1732,0.27,1
62,4,47222,7135,12,719,14,1,0.43,18,0,0,899,587,0.15,0
56,0,9298,10531,36,570,6,3,0.3,41,1,1,7329,604,1.13,1
31,3,23518,12071,48,580,14,0,0.45,5,1,0,66809,4366,0.51,0
22,0,39647,4756,12,579,1,3,0.61,0,1,0,319,2510,0.12,1
20,10,82282,7710,48,794,2,0,0.48,16,1,1,7693,4536,0.09,0
52,5,42763,25034,48,596,4,3,0.32,32,0,3,3493,3449,0.59,1
59,5,83051,21081,12,725,3,2,0.18,21,0,2,1598,1932,0.25,0
29,4,37681,23440,12,648,14,1,0.29,66,1,0,16984,1834,0.62,0
62,5,18358,9381,48,583,1,1,0.33,17,1,2,610,2011,0.51,1
63,14,38338,10102,24,569,8,1,0.15,11,0,0,3228,1211,0.26,0
48,3,58248,4569,60,599,7,1,0.51,74,0,0,16339,1227,0.08,1
32,2,55880,23368,60,644,4,1,0.44,15,0,3,14245,3140,0.42,0
31,7,26172,25796,24,698,12,1,0.19,9,0,3,10054,8819,0.99,0
50,0,41126,25600,12,612,12,0,0.08,3,0,0,6047,286,0.62,0
65,5,187650,34977,48,609,9,0,0.46,47,1,0,4235,24990,0.19,0
21,3,26459,17210,60,579,11,1,0.1,52,1,0,2795,3873,0.65,0
69,1,68211,34000,48,554,14,4,0.36,1,1,1,1532,2919,0.5,1
54,7,17182,11845,24,547,4,3,0.29,13,1,3,13041,596,0.69,1
42,5,75500,4627,48,729,1,0,0.47,41,0,0,6330,826,0.06,0
36,0,31377,22391,24,607,10,1,0.47,87,1,1,13514,3541,0.71,0
45,2,59936,4526,12,614,1,1,0.23,14,1,0,1924,2382,0.08,0
27,0,25699,14796,24,596,1,1,0.48,61,1,0,1874,436,0.58,1
48,6,56694,23699,24,624,1,0,0.31,15,1,2,8919,700,0.42,0
45,6,31122,16229,60,679,4,4,0.35,5,0,2,319,801,0.52,1
29,1,34285,52414,48,611,1,3,0.36,0,1,0,236,729,1.53,1
45,7,61144,4106,60,664,2,2,0.69,12,0,0,16577,2437,0.07,0
53,0,39529,12711,36,763,4,3,0.33,14,0,0,2103,586,0.32,0
60,1,59289,13500,24,584,7,3,0.1,87,0,1,6195,4259,0.23,1
26,6,44559,5964,36,614,2,3,0.24,6,0,0,7751,352,0.13,0
23,2,50703,6685,60,701,8,1,0.46,14,0,1,17020,5291,0.13,0
69,4,61239,8045,48,769,13,0,0.31,0,0,1,2898,52348,0.13,0
64,2,41150,6906,60,550,7,0,0.35,43,0,0,3095,4258,0.17,0
30,3,29791,12521,48,513,9,0,0.29,74,0,2,2348,993,0.42,0
48,3,37565,9304,48,649,14,1,0.0,8,0,0,10356,1042,0.25,0
55,2,89104,16167,12,641,6,0,0.23,16,1,2,10922,525,0.18,0
44,6,51952,19725,24,706,4,0,0.34,3,1,1,22785,5920,0.38,0
40,2,32130,18940,60,693,6,1,0.08,18,1,2,1101,2163,0.59,0
55,5,59920,10445,48,647,4,1,0.17,4,1,0,71719,247,0.17,0
29,2,61954,15846,60,733,7,4,0.3,22,0,2,3378,365,0.26,1
56,0,63576,24861,60,595,9,1,0.3,39,0,0,4637,261,0.39,1
28,8,30063,17454,48,666,3,1,0.41,24,0,4,5979,4182,0.58,1
43,6,34849,40757,36,552,3,1,0.31,8,1,2,1647,600,1.17,1
54,14,34946,24084,24,646,2,1,0.4,13,1,0,2999,4524,0.69,1
68,0,40932,37460,24,533,1,3,0.24,30,0,0,28359,978,0.92,1
54,4,64180,2994,12,560,14,1,0.38,26,0,3,28895,4323,0.05,0
67,4,56845,14157,12,786,1,3,0.57,4,1,3,6286,1362,0.25,0
55,8,59136,10999,12,504,13,0,0.39,55,0,3,17197,5140,0.19,0
37,2,96472,12394,24,632,3,0,0.31,19,0,2,8046,756,0.13,0
68,0,69178,8242,36,716,14,2,0.21,5,1,2,4589,805,0.12,0
58,9,45665,16944,24,827,7,2,0.36,3,1,1,1989,1095,0.37,0
51,3,27120,4514,24,664,11,0,0.32,101,1,0,1748,4523,0.17,0
43,8,34294,17018,24,668,9,0,0.43,9,0,0,1979,549,0.5,0
42,8,43008,8408,24,653,14,1,0.08,71,1,2,34126,958,0.2,0
51,4,74203,9894,36,734,2,2,0.32,15,1,1,14015,1373,0.13,0
56,4,48355,17380,12,684,7,0,0.41,14,1,1,27699,2804,0.36,0
31,3,35309,14006,60,603,1,0,0.37,36,1,0,7939,1169,0.4,0
68,4,33980,25143,12,739,2,2,0.3,0,1,2,1708,3413,0.74,1
32,8,47344,7467,12,613,6,2,0.3,12,1,0,10137,794,0.16,0
42,1,76496,12728,60,522,11,3,0.19,10,0,1,22554,5366,0.17,0
44,5,108609,22771,24,522,5,1,0.41,60,0,1,10590,4155,0.21,1
54,0,44228,16592,36,633,8,3,0.41,22,0,0,1012,962,0.38,1
60,1,47936,17246,36,658,12,0,0.14,13,1,3,837,3994,0.36,0
49,4,26716,25973,12,726,11,0,0.46,9,1,1,10547,544,0.97,0
36,0,129261,10469,60,701,2,0,0.25,26,0,3,3377,2160,0.08,0
68,13,24330,9227,48,656,1,1,0.29,4,0,0,7149,758,0.38,1
39,0,88065,18874,24,730,7,0,0.63,8,1,0,2062,2552,0.21,0
67,4,40836,12214,12,651,6,0,0.59,10,0,0,5722,1499,0.3,0
44,9,36327,26194,36,546,8,1,0.13,28,0,0,1312,784,0.72,1
41,1,28141,16678,60,529,11,0,0.16,14,0,0,6611,320,0.59,0
32,0,163574,9191,60,752,13,1,0.19,21,0,0,11778,1425,0.06,0
38,3,54761,16367,12,470,14,0,0.59,31,1,3,12587,6716,0.3,1
68,1,49545,7772,48,633,8,2,0.26,93,0,3,1024,2471,0.16,1
55,0,76371,23580,36,850,2,0,0.13,43,0,3,8627,323,0.31,0
31,6,35404,5777,12,686,14,1,0.53,15,1,4,2428,1398,0.16,0
60,5,49066,27812,48,633,8,0,0.44,41,0,1,30711,6682,0.57,0
38,9,50421,16196,60,515,6,0,0.69,89,0,1,15480,1285,0.32,1
31,0,37946,12103,24,779,9,0,0.44,20,1,0,5069,620,0.32,0
28,0,89305,21120,36,747,12,3,0.35,15,1,0,67402,12357,0.24,0
26,3,43944,18156,36,704,7,1,0.39,2,0,2,2052,550,0.41,0
47,4,22548,29680,48,649,2,1,0.28,66,0,3,4589,1409,1.32,1
33,8,42161,29514,12,695,8,2,0.55,8,0,2,9410,919,0.7,0
50,10,55525,16504,60,638,9,2,0.55,1,1,2,56465,3707,0.3,0
38,9,31358,7918,48,572,7,0,0.11,23,0,0,28462,3070,0.25,0
66,6,32620,9653,24,726,4,3,0.49,56,0,1,12862,675,0.3,0
35,8,37304,12797,24,645,9,0,0.19,15,0,1,1714,837,0.34,0
24,2,90275,25566,24,691,4,1,0.71,45,1,4,1711,2106,0.28,1
54,5,38423,10159,48,640,12,2,0.58,54,0,3,11321,2298,0.26,0
31,0,100163,10681,60,686,4,1,0.18,18,0,1,1093,1405,0.11,0
44,5,36045,40498,36,648,9,0,0.39,26,0,0,7218,1289,1.12,1
40,5,57670,12549,12,642,14,3,0.5,22,0,0,12901,468,0.22,1
55,11,39217,9128,36,652,8,0,0.26,84,1,1,834,13839,0.23,0
42,4,71470,21289,60,850,4,3,0.15,38,1,3,10693,3649,0.3,0
35,5,28025,12917,36,714,14,3,0.37,77,1,0,14401,1819,0.46,1
58,5,71070,5803,48,850,8,0,0.33,7,1,0,3178,5291,0.08,0
64,3,51892,24947,24,649,8,0,0.21,11,0,0,4072,1444,0.48,0
61,1,35596,8533,60,625,7,0,0.54,2,1,3,575,738,0.24,1
58,10,45111,13713,60,564,10,3,0.16,20,0,1,4308,2645,0.3,1
33,1,105548,12824,36,778,13,2,0.33,62,0,2,787,2106,0.12,0
50,0,52518,15337,48,577,6,1,0.38,11,1,1,2147,11498,0.29,1
24,7,34497,3588,36,794,8,0,0.4,4,1,0,3032,803,0.1,0
54,9,26840,10926,36,568,7,0,0.52,2,1,0,1227,626,0.41,0
42,3,63114,26236,60,720,5,2,0.31,17,1,2,1100,18239,0.42,0
48,3,54063,28545,36,522,12,3,0.0,5,1,3,1167,6654,0.53,1
62,6,69390,7370,24,614,13,2,0.29,12,0,1,21265,3642,0.11,0
30,2,23597,23210,36,651,13,1,0.46,51,1,1,4518,852,0.98,1
37,1,27278,8460,24,602,4,0,0.33,14,1,2,22462,2862,0.31,0
66,8,86980,10670,60,636,14,1,0.33,28,1,2,3023,437,0.12,1
31,7,57853,11012,48,636,12,1,0.43,20,1,0,3102,1027,0.19,0
28,10,64003,14260,24,714,2,0,0.45,38,1,1,2956,502,0.22,0
29,0,30292,24362,48,483,11,0,0.08,5,1,2,137,789,0.8,1
63,2,30016,15658,48,604,8,2,0.35,75,0,1,9025,487,0.52,1
36,6,80469,12385,24,750,9,0,0.32,30,1,4,4322,3887,0.15,0
57,1,82387,23870,60,694,4,1,0.36,9,0,3,5227,12915,0.29,1
26,7,28448,8253,12,751,4,1,0.05,3,0,0,399,5291,0.29,0
65,9,25856,12754,48,710,5,3,0.55,4,0,2,4748,4121,0.49,0
32,2,46430,24281,48,563,2,0,0.35,45,0,0,2903,1249,0.52,0
59,5,32870,18353,60,702,7,0,0.41,26,0,2,5714,2233,0.56,0
61,10,32529,10099,60,658,5,3,0.61,14,0,2,4486,555,0.31,0
28,12,26220,5389,36,831,6,1,0.42,12,0,1,2744,433,0.21,0
69,7,38784,16099,60,714,4,1,0.12,58,0,3,9659,365,0.42,0
46,7,27519,5181,48,691,8,0,0.34,62,0,2,16808,472,0.19,0
21,1,28347,11760,24,703,8,1,0.45,26,0,3,3012,3850,0.41,1
24,6,56908,27102,12,687,12,0,0.36,22,1,0,864,4343,0.48,0
48,7,47686,19111,36,685,5,0,0.61,50,0,0,935,670,0.4,0
56,4,62469,3967,24,628,12,0,0.22,41,0,2,8163,2497,0.06,1
57,2,21493,15067,12,692,6,0,0.54,15,0,4,23271,6349,0.7,0
38,0,49263,11031,12,725,3,1,0.48,2,0,1,557,1529,0.22,0
27,0,138388,6221,12,734,1,3,0.36,43,1,0,1448,798,0.04,1
67,0,40695,16334,24,725,9,1,0.4,5,0,1,3297,1143,0.4,1
64,7,74041,9946,36,770,9,3,0.2,0,0,1,424,8725,0.13,0
20,5,73718,9983,36,739,3,1,0.3,55,0,2,4376,1674,0.14,0
41,3,75553,14391,12,700,4,0,0.44,25,1,2,7598,18944,0.19,0
36,3,53280,9177,24,558,13,2,0.33,66,1,4,8740,867,0.17,0
26,5,65058,14149,12,558,7,0,0.36,19,0,2,3041,1036,0.22,0
44,4,69529,9358,60,630,2,1,0.5,78,0,0,3204,385,0.13,1
64,0,67354,9671,36,653,12,0,0.06,13,0,2,1442,5881,0.14,0
23,8,28037,24239,48,761,3,1,0.41,38,1,2,586,2005,0.86,1
55,6,20875,25765,12,427,6,3,0.62,10,0,4,3924,671,1.23,1
25,6,22543,4792,60,567,11,2,0.29,0,0,0,8022,1218,0.21,0
50,8,42826,20915,36,634,8,2,0.16,14,0,0,5010,3084,0.49,0
38,1,65970,30919,24,570,1,1,0.29,40,0,0,18598,728,0.47,0
63,9,28220,34010,36,586,4,0,0.12,4,0,1,7438,2634,1.21,1
58,4,77806,18255,24,610,1,0,0.38,21,0,0,10844,4863,0.23,0
46,8,38134,7083,24,574,2,1,0.34,7,0,2,6010,1122,0.19,0
29,7,38315,19496,12,588,8,0,0.4,2,0,2,45752,233,0.51,0
45,0,32271,7930,12,759,6,4,0.33,28,1,1,2730,1342,0.25,1
38,7,19103,10874,36,699,9,3,0.38,91,0,1,11098,1038,0.57,1
58,6,54976,16812,60,711,2,1,0.42,11,1,3,6616,459,0.31,1
22,5,115420,8243,36,647,3,3,0.17,26,1,1,11915,3447,0.07,0
64,4,47508,6715,48,730,9,1,0.4,92,1,0,7333,3598,0.14,0
32,4,19432,17667,24,717,9,1,0.57,31,1,0,4671,2298,0.91,1
69,8,72415,40959,24,697,13,0,0.21,33,0,1,7737,1122,0.57,0
47,7,21755,28167,12,597,6,2,0.4,5,0,0,8991,2097,1.29,1
39,5,26781,20420,60,614,14,2,0.54,20,1,2,10512,884,0.76,1
47,0,43513,24040,12,734,3,0,0.18,13,1,4,28451,3840,0.55,0
27,6,52126,19587,48,608,5,2,0.47,19,0,2,6200,1117,0.38,0
60,7,29604,17499,36,546,2,0,0.32,48,0,1,1317,1370,0.59,1
58,14,42673,22906,36,607,7,2,0.5,18,1,0,5987,1501,0.54,0
20,9,70093,5878,60,774,10,1,0.23,1,1,3,2881,65771,0.08,0
22,0,75063,15058,12,607,11,1,0.35,70,0,3,2788,588,0.2,1
32,5,91649,12726,12,676,8,1,0.12,23,1,1,3341,1077,0.14,0
47,12,127351,14007,48,600,6,4,0.42,77,0,1,1663,310,0.11,0
68,7,73492,10129,36,711,8,1,0.42,25,0,2,276,2391,0.14,0
44,6,43986,18256,12,692,2,1,0.43,2,0,0,28860,12140,0.42,0
